"","logFC","logCPM","PValue","qval"
"SNHG5",-3.02455752695297,7.26017674761612,0.000805697789095864,0.000567003379778823
"RUFY2",3.7554343420788,4.11693711960962,0.000132200282612239,0.00010458788225739
"TIMM23B",-10.5356511234478,3.77564819391204,7.4732885378605e-09,1.11951671618954e-08
"TMEM273",5.22883119505844,3.87592563621373,2.29526062350933e-06,2.28465915686479e-06
"ZDBF2",-4.65768078669978,3.77497081406409,1.29453829158321e-05,1.16109168800429e-05
"BMPR2",2.44387855765969,5.19091107417643,0.00646245808562249,0.00388262532472816
"BRD2",-6.0385034937182,6.97162014164032,1.04542583715217e-08,1.51968616443996e-08
"PSMB8-AS1",6.30751080933604,4.92002021109134,2.87460322161492e-08,3.83788496575086e-08
"PSMB8",2.57351625431073,8.17223680301696,0.00357973259408275,0.00225751571356655
"MRPL38",-2.84475468528554,6.47756326370537,0.00157110633384758,0.00105361566965309
"NELFE",3.77172425702073,6.14985566292052,6.50663878295204e-05,5.35884368330782e-05
