,ensembl_gene_id,logFC,logCPM,PValue,qval,chromosome_name,hgnc_symbol
4085,ENSG00000198130,6.923176545,0.527212831,0.003680029,0.001842211,2,HIBCH
3415,ENSG00000172273,6.923176545,0.527212831,0.003680029,0.001842211,11,HINFP
4874,ENSG00000259699,6.923176545,0.527212831,0.003680029,0.001842211,15,HMGB1P8
1434,ENSG00000119922,6.923176545,0.527212831,0.003680029,0.001842211,10,IFIT2
4922,ENSG00000261824,6.923176545,0.527212831,0.003680029,0.001842211,19,LINC00662
4525,ENSG00000233806,6.923176545,0.527212831,0.003680029,0.001842211,2,LINC01237
4591,ENSG00000238113,-6.913949744,0.42164432,0.003680029,0.001842211,9,LINC01410
3425,ENSG00000172469,6.923176545,0.527212831,0.003680029,0.001842211,6,MANEA
1600,ENSG00000125686,6.923176545,0.527212831,0.003680029,0.001842211,17,MED1
1914,ENSG00000135040,6.923176545,0.527212831,0.003680029,0.001842211,9,NAA35
4447,ENSG00000228288,-6.913949744,0.42164432,0.003680029,0.001842211,1,PCAT6
4975,ENSG00000267123,6.923176545,0.527212831,0.003680029,0.001842211,17,SCAT1
3844,ENSG00000185420,6.923176545,0.527212831,0.003680029,0.001842211,1,SMYD3
933,ENSG00000105705,-6.913949744,0.42164432,0.003680029,0.001842211,19,SUGP1
238,ENSG00000057704,-6.913949744,0.42164432,0.003680029,0.001842211,12,TMCC3
4592,ENSG00000238164,-6.913949744,0.42164432,0.003680029,0.001842211,1,TNFRSF14-AS1
1766,ENSG00000131269,2.640053364,4.980066466,0.003684291,0.001844116,X,ABCB7
1517,ENSG00000123066,-2.573713434,7.13887969,0.003695454,0.001849221,12,MED13L
2953,ENSG00000163961,-2.604742806,5.642282295,0.003712808,0.001857151,3,RNF168
340,ENSG00000068831,2.765141201,3.434770102,0.003713701,0.001857559,11,RASGRP2
3181,ENSG00000167881,2.733524003,3.888439995,0.00373099,0.001865593,17,SRP68
3675,ENSG00000180182,-2.800494343,3.257855639,0.003742636,0.001871001,X,MED14
3511,ENSG00000174943,-2.623790164,5.138696714,0.003774535,0.001885803,16,KCTD13
353,ENSG00000070190,2.557429392,8.212054794,0.00377902,0.001887883,4,DAPP1
1399,ENSG00000118985,-2.559745311,7.633989369,0.003791805,0.001893809,5,ELL2
2308,ENSG00000143641,-2.772114362,3.462021641,0.003834872,0.001913752,1,GALNT2
5083,ENSG00000273136,-2.784791541,3.400657075,0.003854741,0.001922941,1,NBPF26
1577,ENSG00000124942,-2.584531492,5.445304749,0.003902543,0.001945021,11,AHNAK
3907,ENSG00000187601,-2.680456304,3.957262408,0.003903064,0.001945262,X,MAGEH1
3621,ENSG00000177981,3.647860163,1.366721723,0.003915642,0.001951065,12,ASB8
952,ENSG00000106246,3.647860163,1.366721723,0.003915642,0.001951065,7,PTCD1
1711,ENSG00000129625,2.561585975,6.384878106,0.003948903,0.001966397,5,REEP5
570,ENSG00000089289,-3.184916957,2.153726467,0.003973636,0.001977786,X,IGBP1
875,ENSG00000104765,2.540816769,8.163429087,0.003985572,0.001983278,8,BNIP3L
828,ENSG00000103222,3.351711416,1.620632708,0.00399788,0.001988939,16,ABCC1
154,ENSG00000033170,3.351711416,1.620632708,0.00399788,0.001988939,14,FUT8
1593,ENSG00000125629,-2.574868965,5.78910483,0.00400694,0.001993104,2,INSIG2
298,ENSG00000065911,2.557267267,6.5971166,0.004009862,0.001994447,2,MTHFD2
3861,ENSG00000185829,-3.388540994,1.790753336,0.004011765,0.001995322,17,ARL17A
2665,ENSG00000155329,2.579876939,5.444857949,0.004012116,0.001995483,5,ZCCHC10
1891,ENSG00000134440,2.608135968,4.759535702,0.00401696,0.001997709,18,NARS1
2235,ENSG00000141552,2.546699278,6.941997203,0.004043558,0.002009925,17,ANAPC11
1692,ENSG00000128928,2.906432322,2.825820759,0.004058667,0.002016858,15,IVD
2072,ENSG00000137822,-2.676365101,3.750906513,0.004100708,0.00203613,15,TUBGCP4
2034,ENSG00000136997,-2.531691674,8.255294456,0.004119961,0.002044945,8,MYC
2347,ENSG00000144566,-2.616296782,4.658673825,0.004122234,0.002045986,3,RAB5A
4374,ENSG00000222041,-2.537155004,7.333953849,0.004136356,0.002052447,2,CYTOR
67,ENSG00000008517,-2.537696914,6.925577208,0.004168465,0.002067126,16,IL32
1343,ENSG00000117036,-2.610362361,4.735337293,0.004200553,0.002081777,1,ETV3
2405,ENSG00000146192,2.525105149,7.764987483,0.004234936,0.002097456,6,FGD2
3889,ENSG00000186660,-2.605604904,4.302801523,0.004265166,0.002111225,11,ZFP91
1689,ENSG00000128891,2.581962894,5.006215859,0.004308023,0.002130718,15,CCDC32
4003,ENSG00000196850,-2.638308315,4.180540943,0.00434539,0.002147688,12,PPTC7
1468,ENSG00000121073,2.626023637,4.201348638,0.00434539,0.002147688,17,SLC35B1
3995,ENSG00000196684,2.558409119,5.371373839,0.004360829,0.002154692,19,HSH2D
136,ENSG00000028137,2.518294836,7.515562194,0.004369397,0.002158578,1,TNFRSF1B
626,ENSG00000095794,2.504814711,10.09084494,0.004401922,0.002173316,10,CREM
2074,ENSG00000137842,2.632974004,4.116383669,0.004407365,0.002175781,15,TMEM62
1428,ENSG00000119844,2.52978489,6.190083343,0.004441017,0.002191008,2,AFTPH
3310,ENSG00000170160,2.556275241,5.495347526,0.004457057,0.002198259,17,CCDC144A
4846,ENSG00000258289,2.5065908,7.34339214,0.004521342,0.002227277,14,CHURC1
1230,ENSG00000114316,-2.637036194,3.82248483,0.004523193,0.002228111,3,USP4
1317,ENSG00000116350,-2.509982589,6.972540664,0.004538883,0.002235182,1,SRSF4
3245,ENSG00000168906,-2.510257057,6.891077147,0.004556465,0.002243101,2,MAT2A
1667,ENSG00000128228,3.59917001,1.3268116,0.004569388,0.002248918,22,SDF2L1
2735,ENSG00000158122,2.499608693,7.848017966,0.004591399,0.00225882,9,PRXL2C
3822,ENSG00000184990,2.511192558,6.666098992,0.004629417,0.002275903,14,SIVA1
4174,ENSG00000204130,-2.743036959,3.12414242,0.004684563,0.002300639,10,RUFY2
3862,ENSG00000185883,-2.730185349,3.198088909,0.004810534,0.002356953,16,ATP6V0C
2317,ENSG00000143811,-2.774621363,2.750802689,0.004811303,0.002357296,1,PYCR2
1464,ENSG00000121057,6.830859423,0.454278405,0.00481584,0.002359319,17,AKAP1
4570,ENSG00000236699,-6.807954537,0.337880156,0.00481584,0.002359319,4,ARHGEF38
3353,ENSG00000171130,6.830859423,0.454278405,0.00481584,0.002359319,7,ATP6V0E2
265,ENSG00000063169,6.830859423,0.454278405,0.00481584,0.002359319,19,BICRA
851,ENSG00000104221,-6.807954537,0.337880156,0.00481584,0.002359319,8,BRF2
4155,ENSG00000203321,6.830859423,0.454278405,0.00481584,0.002359319,9,CARNMT1-AS1
4768,ENSG00000254166,-6.807954537,0.337880156,0.00481584,0.002359319,8,CASC19
2434,ENSG00000147144,-6.807954537,0.337880156,0.00481584,0.002359319,X,CCDC120
1929,ENSG00000135315,6.830859423,0.454278405,0.00481584,0.002359319,6,CEP162
3262,ENSG00000169105,6.830859423,0.454278405,0.00481584,0.002359319,15,CHST14
1568,ENSG00000124721,-6.807954537,0.337880156,0.00481584,0.002359319,6,DNAH8
4215,ENSG00000204856,-6.807954537,0.337880156,0.00481584,0.002359319,12,FAM216A
4068,ENSG00000197948,6.830859423,0.454278405,0.00481584,0.002359319,5,FCHSD1
4005,ENSG00000196878,6.830859423,0.454278405,0.00481584,0.002359319,1,LAMB3
639,ENSG00000099308,6.830859423,0.454278405,0.00481584,0.002359319,19,MAST3
3335,ENSG00000170734,6.830859423,0.454278405,0.00481584,0.002359319,6,POLH
2813,ENSG00000160813,6.830859423,0.454278405,0.00481584,0.002359319,7,PPP1R35
1676,ENSG00000128563,6.830859423,0.454278405,0.00481584,0.002359319,7,PRKRIP1
4574,ENSG00000237054,6.830859423,0.454278405,0.00481584,0.002359319,14,PRMT5-AS1
3340,ENSG00000170854,-6.807954537,0.337880156,0.00481584,0.002359319,3,RIOX2
3549,ENSG00000175741,-6.807954537,0.337880156,0.00481584,0.002359319,7,RWDD4P2
2907,ENSG00000163535,6.830859423,0.454278405,0.00481584,0.002359319,2,SGO2
1366,ENSG00000117620,6.830859423,0.454278405,0.00481584,0.002359319,1,SLC35A3
2491,ENSG00000149150,-6.807954537,0.337880156,0.00481584,0.002359319,11,SLC43A1
1256,ENSG00000115145,6.830859423,0.454278405,0.00481584,0.002359319,2,STAM2
2885,ENSG00000163154,-6.807954537,0.337880156,0.00481584,0.002359319,1,TNFAIP8L2
3978,ENSG00000196387,6.830859423,0.454278405,0.00481584,0.002359319,12,ZNF140
2864,ENSG00000162714,-6.807954537,0.337880156,0.00481584,0.002359319,1,ZNF496
1529,ENSG00000123329,-2.493799367,6.784550385,0.00482044,0.00236137,12,ARHGAP9
701,ENSG00000100519,-2.499511616,6.353221293,0.004843008,0.002371653,14,PSMC6
624,ENSG00000095585,-2.496675169,6.133092777,0.004862037,0.002380318,10,BLNK
1060,ENSG00000109445,2.627069593,3.612061837,0.004889654,0.002392886,4,ZNF330
712,ENSG00000100614,-2.494122952,6.487283962,0.00489559,0.002395586,14,PPM1A
3505,ENSG00000174799,2.491736575,6.565353655,0.004904198,0.002399501,4,CEP135
1167,ENSG00000112339,2.490320148,6.587629398,0.004916848,0.002405252,6,HBS1L
2426,ENSG00000146834,-2.539154204,5.066624708,0.00492931,0.002410915,7,MEPCE
2267,ENSG00000143013,2.592087312,4.377450223,0.004978423,0.002433333,1,LMO4
685,ENSG00000100368,-2.556107204,4.490871835,0.004987622,0.002437529,22,CSF2RB
2310,ENSG00000143702,2.500368705,5.641002905,0.005015762,0.002450358,1,CEP170
1816,ENSG00000132530,-2.477569745,6.746706537,0.005053976,0.002467763,17,XAF1
2467,ENSG00000148429,-2.501452164,5.75148611,0.005076098,0.002477831,10,USP6NL
449,ENSG00000078177,2.502998373,5.415455745,0.005077168,0.002478318,4,N4BP2
2156,ENSG00000139618,2.713360891,3.123234102,0.005126703,0.002500839,13,BRCA2
2231,ENSG00000141522,-2.690940395,3.245004425,0.005132378,0.002503418,17,ARHGDIA
497,ENSG00000083168,2.480801554,6.179686087,0.005173486,0.002522082,8,KAT6A
973,ENSG00000106591,2.462965328,7.352131837,0.005215757,0.002541254,7,MRPL32
1642,ENSG00000127074,2.459023336,7.810395232,0.005225966,0.00254588,1,RGS13
3052,ENSG00000165688,2.583190329,4.026786884,0.005258164,0.002560465,9,PMPCA
4784,ENSG00000255073,-2.503412331,5.29439677,0.00528633,0.002573213,11,ZFP91-CNTF
2390,ENSG00000145817,-2.512221853,4.802798606,0.00529783,0.002578415,5,YIPF5
12,ENSG00000002586,-2.46351763,6.386031736,0.005345966,0.002600172,X,CD99
13,ENSG00000002586,-2.46351763,6.386031736,0.005345966,0.002600172,X,CD99
3530,ENSG00000175309,4.058362638,0.902761698,0.005404101,0.002626411,5,PHYKPL
5013,ENSG00000269609,-4.260069484,0.840749951,0.005404101,0.002626411,10,RPARP-AS1
2608,ENSG00000152904,-2.497292396,4.691529281,0.005562956,0.002697904,1,GGPS1
4596,ENSG00000239305,-2.580424016,3.556693246,0.00558002,0.002705566,2,RNF103
2914,ENSG00000163596,3.065352649,1.74864571,0.005623714,0.002725169,2,ICA1L
222,ENSG00000054282,2.965696455,2.395886014,0.00562384,0.002725225,1,SDCCAG8
2689,ENSG00000156471,2.522599152,4.240614034,0.005691432,0.002755504,8,PTDSS1
1296,ENSG00000115944,-2.494111243,4.923940707,0.00570412,0.002761182,2,COX7A2L
1329,ENSG00000116786,2.585036072,3.820248856,0.005737513,0.002776116,1,PLEKHM2
2239,ENSG00000141682,-2.419784387,9.053619532,0.005803983,0.002805804,18,PMAIP1
1397,ENSG00000118922,-2.456735759,5.650980904,0.00582044,0.002813146,13,KLF12
408,ENSG00000074695,2.437807305,6.60411838,0.005845953,0.002824522,18,LMAN1
2785,ENSG00000160075,-2.440393579,6.122685745,0.005859521,0.002830568,1,SSU72
1065,ENSG00000109771,-2.806795932,2.223283859,0.005876651,0.002838199,4,LRP2BP
289,ENSG00000065518,-2.464183174,5.081856108,0.00590014,0.002848658,3,NDUFB4
4200,ENSG00000204469,-3.399621103,1.431890497,0.005932006,0.002862835,6,PRRC2A
3466,ENSG00000173660,2.421142629,7.275845931,0.006010375,0.002897652,1,UQCRH
65,ENSG00000008324,-2.421278392,7.099784077,0.006021077,0.002902401,3,SS18L2
3167,ENSG00000167645,2.523304743,4.070334696,0.006038444,0.002910104,19,YIF1B
4604,ENSG00000239857,2.52824929,4.323739307,0.006050734,0.002915554,7,GET4
3961,ENSG00000196092,2.434142278,5.919537779,0.00612379,0.00294791,9,PAX5
507,ENSG00000084093,-2.541523944,3.690487579,0.006143539,0.002956647,4,REST
2404,ENSG00000146112,-2.529356458,3.781445732,0.006243759,0.00300091,6,PPP1R18
2990,ENSG00000164308,2.421528462,5.96742342,0.006296767,0.003024274,5,ERAP2
4644,ENSG00000242485,2.418064479,6.095861042,0.00634082,0.003043667,1,MRPL20
978,ENSG00000106682,-2.402899768,7.228732447,0.006350627,0.003047981,7,EIF4H
1772,ENSG00000131473,-6.693549908,0.249068401,0.006379424,0.003060642,17,ACLY
1037,ENSG00000108599,6.732228683,0.377378259,0.006379424,0.003060642,17,AKAP10
882,ENSG00000104880,6.732228683,0.377378259,0.006379424,0.003060642,19,ARHGEF18
3304,ENSG00000170037,-6.693549908,0.249068401,0.006379424,0.003060642,17,CNTROB
846,ENSG00000104047,6.732228683,0.377378259,0.006379424,0.003060642,15,DTWD1
4530,ENSG00000234028,-6.693549908,0.249068401,0.006379424,0.003060642,2,EIF2AK3-DT
106,ENSG00000016864,6.732228683,0.377378259,0.006379424,0.003060642,3,GLT8D1
3409,ENSG00000172209,-6.693549908,0.249068401,0.006379424,0.003060642,7,GPR22
3684,ENSG00000180423,-6.693549908,0.249068401,0.006379424,0.003060642,11,HARBI1
1440,ENSG00000120075,6.732228683,0.377378259,0.006379424,0.003060642,17,HOXB5
2214,ENSG00000141068,-6.693549908,0.249068401,0.006379424,0.003060642,17,KSR1
4551,ENSG00000235437,6.732228683,0.377378259,0.006379424,0.003060642,X,LINC01278
114,ENSG00000020129,-6.693549908,0.249068401,0.006379424,0.003060642,1,NCDN
2707,ENSG00000157045,6.732228683,0.377378259,0.006379424,0.003060642,16,NTAN1
3718,ENSG00000182162,6.732228683,0.377378259,0.006379424,0.003060642,X,P2RY8
3719,ENSG00000182162,6.732228683,0.377378259,0.006379424,0.003060642,X,P2RY8
2172,ENSG00000139946,-6.693549908,0.249068401,0.006379424,0.003060642,14,PELI2
3059,ENSG00000165782,-6.693549908,0.249068401,0.006379424,0.003060642,14,PIP4P1
4699,ENSG00000246740,-6.693549908,0.249068401,0.006379424,0.003060642,15,PLA2G4E-AS1
3236,ENSG00000168781,6.732228683,0.377378259,0.006379424,0.003060642,15,PPIP5K1
4652,ENSG00000243051,-6.693549908,0.249068401,0.006379424,0.003060642,1,RN7SL269P
4643,ENSG00000242398,-6.693549908,0.249068401,0.006379424,0.003060642,17,RN7SL800P
4151,ENSG00000200795,6.732228683,0.377378259,0.006379424,0.003060642,12,RNU4-1
5155,ENSG00000278099,6.732228683,0.377378259,0.006379424,0.003060642,1,RNVU1-2A
4618,ENSG00000240914,-6.693549908,0.249068401,0.006379424,0.003060642,14,RPL15P2
830,ENSG00000103266,-6.693549908,0.249068401,0.006379424,0.003060642,16,STUB1
4026,ENSG00000197165,-6.693549908,0.249068401,0.006379424,0.003060642,16,SULT1A2
4871,ENSG00000259343,6.732228683,0.377378259,0.006379424,0.003060642,15,TMC3-AS1
3394,ENSG00000171853,6.732228683,0.377378259,0.006379424,0.003060642,2,TRAPPC12
193,ENSG00000048140,-6.693549908,0.249068401,0.006379424,0.003060642,5,TSPAN17
867,ENSG00000104522,-6.693549908,0.249068401,0.006379424,0.003060642,8,TSTA3
304,ENSG00000066185,-6.693549908,0.249068401,0.006379424,0.003060642,1,ZMYND12
3359,ENSG00000171161,-6.693549908,0.249068401,0.006379424,0.003060642,1,ZNF672
4470,ENSG00000229809,6.732228683,0.377378259,0.006379424,0.003060642,16,ZNF688
4058,ENSG00000197782,6.732228683,0.377378259,0.006379424,0.003060642,19,ZNF780A
358,ENSG00000070476,6.732228683,0.377378259,0.006379424,0.003060642,3,ZXDC
2539,ENSG00000151131,-2.400165561,7.049460977,0.006408511,0.003073421,12,C12orf45
741,ENSG00000101166,2.386542777,9.022319732,0.006452343,0.00309266,20,PRELID3B
2232,ENSG00000141524,-2.402764177,6.615247773,0.006462494,0.003097112,17,TMC6
2070,ENSG00000137812,2.493483498,4.368968257,0.006478987,0.003104343,15,KNL1
2865,ENSG00000162736,2.405698854,6.146942365,0.006499927,0.00311352,1,NCSTN
893,ENSG00000105063,2.919253463,2.357166238,0.006537408,0.003129933,19,PPP6R1
1790,ENSG00000132155,-2.388875889,7.621043382,0.006568467,0.003143521,3,RAF1
1386,ENSG00000118503,-2.384054145,7.949907962,0.006577926,0.003147657,6,TNFAIP3
1594,ENSG00000125633,-2.399186958,6.526968685,0.006585753,0.003151079,2,CCDC93
706,ENSG00000100567,2.526234496,3.527984526,0.006606947,0.003160341,14,PSMA3
3786,ENSG00000183864,-2.390557831,7.154526204,0.006633074,0.003171752,22,TOB2
1069,ENSG00000109854,3.988426987,0.847102994,0.006635587,0.003172849,11,HTATIP2
1551,ENSG00000124155,3.988426987,0.847102994,0.006635587,0.003172849,20,PIGT
2919,ENSG00000163629,-4.182557705,0.778238618,0.006635587,0.003172849,4,PTPN13
1050,ENSG00000108961,3.988426987,0.847102994,0.006635587,0.003172849,17,RANGRF
3500,ENSG00000174695,3.988426987,0.847102994,0.006635587,0.003172849,5,TMEM167A
2708,ENSG00000157106,-2.408537989,5.802330288,0.006652806,0.003180364,16,SMG1
2923,ENSG00000163659,2.842996887,2.471867733,0.006663324,0.003184953,3,TIPARP
1355,ENSG00000117394,-2.443969547,4.859928283,0.006666531,0.003186352,1,SLC2A1
757,ENSG00000101350,2.424819617,5.057880475,0.00671761,0.003209149,20,KIF3B
3935,ENSG00000188647,-2.500633015,3.983017351,0.006773929,0.003234259,9,PTAR1
2875,ENSG00000162910,2.408720515,5.353861414,0.00677915,0.003236585,1,MRPL55
64,ENSG00000008282,-2.3938242,6.037040661,0.006946625,0.00331108,7,SYPL1
717,ENSG00000100721,2.370749224,7.340528519,0.006973778,0.003323135,14,TCL1A
483,ENSG00000081154,-2.362293503,7.906482794,0.007073174,0.003367208,3,PCNP
4384,ENSG00000224041,2.472712388,4.028177418,0.007137518,0.003395693,2,IGKV3D-15
722,ENSG00000100811,-2.373180322,6.628183698,0.007144009,0.003398565,14,YY1
3531,ENSG00000175324,2.365619838,7.083423373,0.007193198,0.003420314,8,LSM1
523,ENSG00000085662,-2.379348252,5.777902857,0.007299234,0.003467126,7,AKR1B1
1345,ENSG00000117090,-2.364870842,6.35634428,0.007361021,0.003494359,1,SLAMF1
4247,ENSG00000211625,-3.621389932,1.116164764,0.007434817,0.003526841,2,IGKV3D-20
3204,ENSG00000168172,2.403685199,4.645796516,0.007499042,0.003555072,8,HOOK3
920,ENSG00000105447,-2.366275094,5.709738808,0.007499576,0.003555307,19,GRWD1
2173,ENSG00000139971,2.549399433,3.170680426,0.007501674,0.003556229,14,ARMH4
5047,ENSG00000271699,2.348327039,7.233250578,0.007528155,0.003567858,16,SNX29P2
1882,ENSG00000134242,2.36470542,5.542302743,0.007651939,0.003622139,1,PTPN22
4164,ENSG00000203791,2.340373986,7.349123711,0.007699078,0.003642775,10,EEF1AKMT2
2116,ENSG00000138640,-2.562271075,3.057290235,0.007827865,0.003699059,4,FAM13A
1098,ENSG00000110848,-2.322570081,10.42637655,0.007832327,0.003701007,12,CD69
743,ENSG00000101187,-2.559185529,3.134610479,0.007835671,0.003702466,20,SLCO4A1
537,ENSG00000087087,2.398712032,4.553986284,0.007864428,0.003715013,7,SRRT
3462,ENSG00000173559,-2.338713332,6.666101215,0.007866236,0.003715801,2,NABP1
2010,ENSG00000136710,2.349862532,6.01783655,0.007890499,0.003726381,2,CCDC115
475,ENSG00000080608,2.353951573,5.978146792,0.007892333,0.003727181,9,PUM3
1507,ENSG00000122687,2.347885311,5.859381638,0.008005801,0.003776591,7,MRM2
236,ENSG00000057608,2.323221905,7.902989371,0.008023617,0.003784339,10,GDI2
10,ENSG00000002016,2.950283769,1.655358602,0.008030972,0.003787537,12,RAD52
3412,ENSG00000172262,2.404484497,4.182056709,0.008040198,0.003791547,5,ZNF131
1901,ENSG00000134709,2.350275395,5.813244894,0.008067805,0.003803544,1,HOOK1
17,ENSG00000003756,2.333070024,6.076323707,0.008168125,0.003847085,3,RBM5
4098,ENSG00000198265,2.329799524,6.331686157,0.008190797,0.003856914,17,HELZ
2485,ENSG00000148926,-4.100643813,0.712961129,0.008203511,0.003862424,11,ADM
2593,ENSG00000152457,-4.100643813,0.712961129,0.008203511,0.003862424,10,DCLRE1C
4455,ENSG00000228716,3.914927671,0.789162492,0.008203511,0.003862424,5,DHFR
3314,ENSG00000170270,3.914927671,0.789162492,0.008203511,0.003862424,14,GON7
1839,ENSG00000133030,3.914927671,0.789162492,0.008203511,0.003862424,17,MPRIP
651,ENSG00000099899,-4.100643813,0.712961129,0.008203511,0.003862424,22,TRMT2A
2954,ENSG00000164022,-2.373777023,4.907396806,0.008276623,0.003894081,4,AIMP1
784,ENSG00000102081,2.35484693,5.200657166,0.008283988,0.003897267,X,FMR1
516,ENSG00000084754,2.322152683,6.808472591,0.008285603,0.003897966,2,HADHA
816,ENSG00000103035,-2.31417845,6.944306565,0.008321173,0.003913348,16,PSMD7
4748,ENSG00000251595,6.626356929,0.296056612,0.008564159,0.004018147,4,ABCA11P
1827,ENSG00000132744,6.626356929,0.296056612,0.008564159,0.004018147,11,ACY3
4203,ENSG00000204564,-6.569285604,0.154560691,0.008564159,0.004018147,6,C6orf136
1753,ENSG00000130940,-6.569285604,0.154560691,0.008564159,0.004018147,1,CASZ1
2361,ENSG00000145075,6.626356929,0.296056612,0.008564159,0.004018147,3,CCDC39
3544,ENSG00000175602,6.626356929,0.296056612,0.008564159,0.004018147,11,CCDC85B
5168,ENSG00000278970,-6.569285604,0.154560691,0.008564159,0.004018147,5,HEIH
1453,ENSG00000120696,6.626356929,0.296056612,0.008564159,0.004018147,13,KBTBD7
2516,ENSG00000149716,-6.569285604,0.154560691,0.008564159,0.004018147,11,LTO1
2819,ENSG00000161048,-6.569285604,0.154560691,0.008564159,0.004018147,7,NAPEPLD
4319,ENSG00000214106,6.626356929,0.296056612,0.008564159,0.004018147,7,PAXIP1-AS2
1265,ENSG00000115289,-6.569285604,0.154560691,0.008564159,0.004018147,2,PCGF1
3802,ENSG00000184381,-6.569285604,0.154560691,0.008564159,0.004018147,22,PLA2G6
4331,ENSG00000214517,6.626356929,0.296056612,0.008564159,0.004018147,11,PPME1
4053,ENSG00000197713,-6.569285604,0.154560691,0.008564159,0.004018147,2,RPE
666,ENSG00000100092,-6.569285604,0.154560691,0.008564159,0.004018147,22,SH3BP1
4328,ENSG00000214300,-6.569285604,0.154560691,0.008564159,0.004018147,7,SPDYE3
307,ENSG00000066336,-6.569285604,0.154560691,0.008564159,0.004018147,11,SPI1
4857,ENSG00000258704,-6.569285604,0.154560691,0.008564159,0.004018147,14,SRP54-AS1
3695,ENSG00000180953,6.626356929,0.296056612,0.008564159,0.004018147,15,ST20
2429,ENSG00000146872,-6.569285604,0.154560691,0.008564159,0.004018147,17,TLK2
2662,ENSG00000155275,6.626356929,0.296056612,0.008564159,0.004018147,4,TRMT44
4794,ENSG00000255507,6.626356929,0.296056612,0.008564159,0.004018147,11,UVRAG-DT
4350,ENSG00000215305,6.626356929,0.296056612,0.008564159,0.004018147,20,VPS16
1970,ENSG00000135925,6.626356929,0.296056612,0.008564159,0.004018147,2,WNT10A
1567,ENSG00000124571,-6.569285604,0.154560691,0.008564159,0.004018147,6,XPO5
3007,ENSG00000164631,-6.569285604,0.154560691,0.008564159,0.004018147,7,ZNF12
4806,ENSG00000256087,6.626356929,0.296056612,0.008564159,0.004018147,19,ZNF432
3671,ENSG00000180035,-6.569285604,0.154560691,0.008564159,0.004018147,16,ZNF48
2287,ENSG00000143321,2.529844677,3.065809634,0.008586806,0.00402789,1,HDGF
1800,ENSG00000132341,-2.293313977,9.582015463,0.008597664,0.004032559,12,RAN
22,ENSG00000005007,-2.343305481,5.073350928,0.008713596,0.004082793,19,UPF1
2393,ENSG00000145868,2.376498862,4.442243344,0.008757147,0.004101637,5,FBXO38
4747,ENSG00000251546,-2.434359436,3.375201661,0.008773956,0.004108906,2,IGKV1D-39
1380,ENSG00000118246,3.32752231,1.108384818,0.008819448,0.004128569,2,FASTKD2
3472,ENSG00000173744,2.324187683,5.432283362,0.008905613,0.00416577,2,AGFG1
4049,ENSG00000197579,2.292694281,7.14531176,0.008912346,0.004168674,9,TOPORS
2447,ENSG00000147548,2.292279503,7.253571511,0.008941244,0.004181136,8,NSD3
710,ENSG00000100592,-3.242748959,1.303750608,0.009030241,0.004219477,14,DAAM1
692,ENSG00000100422,2.731543394,2.00032485,0.009033387,0.004220831,22,CERK
1134,ENSG00000111707,2.548431441,2.885137915,0.009118805,0.004257572,12,SUDS3
4269,ENSG00000211959,-2.534621319,2.764512449,0.009188675,0.004287585,14,IGHV4-39
2526,ENSG00000150527,-2.356580749,4.412165932,0.009246295,0.004312308,14,MIA2
1242,ENSG00000114744,2.303446865,5.90306921,0.009279419,0.004326509,3,COMMD2
4804,ENSG00000256060,2.384878961,4.204483248,0.009297175,0.004334118,19,TRAPPC2B
425,ENSG00000076513,2.285136489,6.319779575,0.009333383,0.004349628,12,ANKRD13A
330,ENSG00000068079,2.32957967,4.843277958,0.009362384,0.004362043,17,IFI35
2388,ENSG00000145779,-2.269880278,7.737760768,0.00941651,0.004385197,5,TNFAIP8
2792,ENSG00000160221,2.28065638,6.524225639,0.009428141,0.00439017,21,GATD3A
1534,ENSG00000123395,-2.567469699,2.459495716,0.009448224,0.004398754,12,ATG101
3253,ENSG00000169057,-2.330689603,4.743415952,0.009469247,0.004407737,X,MECP2
1347,ENSG00000117139,2.327121233,5.019270829,0.00950299,0.004422148,1,KDM5B
3779,ENSG00000183735,-2.298467439,5.605924343,0.009556484,0.004444976,12,TBK1
3370,ENSG00000171466,-2.349918927,4.28775767,0.009566889,0.004449414,19,ZNF562
46,ENSG00000006607,2.275033866,6.84585222,0.009580797,0.004455345,2,FARP2
2258,ENSG00000142546,-2.282526092,6.018189581,0.009594807,0.004461317,19,NOSIP
2268,ENSG00000143079,2.27240347,6.837941812,0.00965392,0.004486502,1,CTTNBP2NL
3818,ENSG00000184924,2.316063366,5.071615473,0.009654748,0.004486855,2,PTRHD1
550,ENSG00000088179,2.272157854,6.524367145,0.009663193,0.004490451,2,PTPN4
270,ENSG00000063978,-2.318487857,4.755508747,0.00971553,0.004512724,4,RNF4
3219,ENSG00000168300,-2.272093256,6.407577322,0.009739311,0.004522837,8,PCMTD1
3027,ENSG00000165102,-2.29727635,5.340800024,0.009756676,0.00453022,8,HGSNAT
2226,ENSG00000141452,-2.392819768,3.618362047,0.009762532,0.004532709,18,RMC1
770,ENSG00000101577,2.276072652,6.226884306,0.009778143,0.004539343,18,LPIN2
3295,ENSG00000169826,-2.286626214,5.521845554,0.009828155,0.004560585,10,CSGALNACT2
4501,ENSG00000232112,2.248969315,8.735858498,0.009903615,0.0045926,3,TMA7
3539,ENSG00000175470,-2.379820023,3.70522389,0.00991703,0.004598287,10,PPP2R2D
1927,ENSG00000135269,-2.247957889,7.706036107,0.010032766,0.004647298,7,TES
916,ENSG00000105401,-2.264024451,6.309410689,0.010073584,0.00466456,19,CDC37
