,ensembl_gene_id,logFC,logCPM,PValue,qval,chromosome_name,hgnc_symbol
217,ENSG00000053770,2.259791415,6.27377204,0.010144159,0.004694377,14,AP5M1
183,ENSG00000047188,2.270054053,5.908684563,0.010186069,0.004712066,5,YTHDC2
1581,ENSG00000125166,3.837481917,0.72874486,0.010215989,0.004724687,16,GOT2
1850,ENSG00000133256,-4.013797525,0.644661662,0.010215989,0.004724687,4,PDE6B
5166,ENSG00000278845,-2.269343409,5.388455558,0.010222033,0.004727236,17,MRPL45
2297,ENSG00000143442,2.255668969,6.553001389,0.010256335,0.004741695,1,POGZ
2840,ENSG00000162191,-2.292467076,4.595600283,0.010421907,0.004811371,11,UBXN1
74,ENSG00000010292,3.041047994,1.369132196,0.010453099,0.004824474,12,NCAPD2
680,ENSG00000100300,-3.186424079,1.258437502,0.010453099,0.004824474,22,TSPO
4662,ENSG00000243317,2.263766975,5.613906158,0.010472696,0.004832703,7,STMP1
61,ENSG00000008128,2.255848547,5.81836155,0.010493209,0.004841314,1,CDK11A
729,ENSG00000100902,-2.239235829,6.980055025,0.01050077,0.004844487,14,PSMA6
3365,ENSG00000171310,-2.365255292,3.544350702,0.010500996,0.004844582,12,CHST11
2409,ENSG00000146386,2.24076717,6.710670912,0.010527715,0.004855792,6,ABRACL
3735,ENSG00000182551,-2.258972193,5.678046158,0.01056008,0.004869364,2,ADI1
633,ENSG00000096384,-2.22395559,10.8438988,0.010597142,0.004884896,6,HSP90AB1
1145,ENSG00000111875,2.254985508,6.031827883,0.010616655,0.004893069,6,ASF1A
2805,ENSG00000160679,2.245022676,6.43624155,0.010666778,0.004914052,1,CHTOP
2373,ENSG00000145414,2.266995741,5.320964754,0.010747707,0.004947893,4,NAF1
197,ENSG00000048649,-2.228331305,7.317516969,0.010804141,0.004971464,11,RSF1
1636,ENSG00000126860,2.455179808,3.004730559,0.010885122,0.005005247,17,EVI2A
1379,ENSG00000118197,-2.340759899,4.008308828,0.010896328,0.005009918,1,DDX59
1550,ENSG00000124126,-2.281972374,4.657855726,0.010921735,0.005020505,20,PREX1
4757,ENSG00000253710,2.245742932,5.888686253,0.01094558,0.005030437,13,ALG11
3096,ENSG00000166387,2.284185033,4.489463894,0.011020667,0.005061687,11,PPFIBP2
4385,ENSG00000224078,2.233058238,6.226247562,0.011068031,0.005081378,15,SNHG14
3497,ENSG00000174547,2.315702379,4.221852907,0.011093921,0.005092135,11,MRPL11
2844,ENSG00000162298,-2.256920434,5.364366225,0.011119025,0.005102561,11,SYVN1
53,ENSG00000007168,2.260036555,5.084495728,0.011228214,0.005147855,17,PAFAH1B1
1999,ENSG00000136436,-2.214173847,7.475981403,0.011239768,0.005152643,17,CALCOCO2
3741,ENSG00000182768,-2.234286988,5.885652039,0.011282607,0.005170387,15,NGRN
186,ENSG00000047315,-2.272286861,4.802888845,0.011300972,0.00517799,4,POLR2B
3820,ENSG00000184967,2.714306778,1.750758078,0.011327543,0.005188986,12,NOC4L
899,ENSG00000105202,-2.287326989,4.411049754,0.011371215,0.005207048,19,FBL
2699,ENSG00000156860,-2.287243659,4.106690497,0.011375067,0.00520864,16,FBRS
235,ENSG00000057252,2.281829148,4.396228352,0.011455739,0.005241967,1,SOAT1
635,ENSG00000096746,-2.205584364,7.572120134,0.0115281,0.005271821,10,HNRNPH3
2067,ENSG00000137760,-6.433300508,0.053574673,0.011667115,0.005329072,11,ALKBH8
4325,ENSG00000214262,6.512096116,0.209774514,0.011667115,0.005329072,1,ANKRD36BP1
1980,ENSG00000136044,-6.433300508,0.053574673,0.011667115,0.005329072,12,APPL2
747,ENSG00000101199,6.512096116,0.209774514,0.011667115,0.005329072,20,ARFGAP1
1993,ENSG00000136261,-6.433300508,0.053574673,0.011667115,0.005329072,7,BZW2
3891,ENSG00000186714,6.512096116,0.209774514,0.011667115,0.005329072,11,CCDC73
2612,ENSG00000153046,-6.433300508,0.053574673,0.011667115,0.005329072,6,CDYL
1616,ENSG00000126001,-6.433300508,0.053574673,0.011667115,0.005329072,20,CEP250
2360,ENSG00000145041,6.512096116,0.209774514,0.011667115,0.005329072,3,DCAF1
3389,ENSG00000171766,6.512096116,0.209774514,0.011667115,0.005329072,15,GATM
3133,ENSG00000167083,6.512096116,0.209774514,0.011667115,0.005329072,17,GNGT2
385,ENSG00000072571,6.512096116,0.209774514,0.011667115,0.005329072,5,HMMR
1851,ENSG00000133265,-6.433300508,0.053574673,0.011667115,0.005329072,19,HSPBP1
2045,ENSG00000137171,6.512096116,0.209774514,0.011667115,0.005329072,6,KLC4
1501,ENSG00000122550,-6.433300508,0.053574673,0.011667115,0.005329072,7,KLHL7
4734,ENSG00000250462,6.512096116,0.209774514,0.011667115,0.005329072,17,LRRC37BP1
614,ENSG00000093167,-6.433300508,0.053574673,0.011667115,0.005329072,3,LRRFIP2
2202,ENSG00000140563,6.512096116,0.209774514,0.011667115,0.005329072,15,MCTP2
826,ENSG00000103152,6.512096116,0.209774514,0.011667115,0.005329072,16,MPG
1936,ENSG00000135372,-6.433300508,0.053574673,0.011667115,0.005329072,11,NAT10
344,ENSG00000069248,-6.433300508,0.053574673,0.011667115,0.005329072,1,NUP133
1274,ENSG00000115425,-6.433300508,0.053574673,0.011667115,0.005329072,2,PECR
1716,ENSG00000129925,-6.433300508,0.053574673,0.011667115,0.005329072,16,PGAP6
733,ENSG00000100979,-6.433300508,0.053574673,0.011667115,0.005329072,20,PLTP
4812,ENSG00000256525,6.512096116,0.209774514,0.011667115,0.005329072,17,POLG2
1506,ENSG00000122678,-6.433300508,0.053574673,0.011667115,0.005329072,7,POLM
1151,ENSG00000112033,6.512096116,0.209774514,0.011667115,0.005329072,6,PPARD
3948,ENSG00000189050,6.512096116,0.209774514,0.011667115,0.005329072,17,RNFT1
3327,ENSG00000170482,6.512096116,0.209774514,0.011667115,0.005329072,5,SLC23A1
1595,ENSG00000125648,-6.433300508,0.053574673,0.011667115,0.005329072,19,SLC25A23
4807,ENSG00000256162,-6.433300508,0.053574673,0.011667115,0.005329072,6,SMLR1
1613,ENSG00000125875,-6.433300508,0.053574673,0.011667115,0.005329072,20,TBC1D20
3962,ENSG00000196116,-6.433300508,0.053574673,0.011667115,0.005329072,9,TDRD7
985,ENSG00000107140,6.512096116,0.209774514,0.011667115,0.005329072,9,TESK1
4422,ENSG00000226479,-6.433300508,0.053574673,0.011667115,0.005329072,2,TMEM185B
4196,ENSG00000204394,-6.433300508,0.053574673,0.011667115,0.005329072,6,VARS1
3089,ENSG00000166261,6.512096116,0.209774514,0.011667115,0.005329072,11,ZNF202
1954,ENSG00000135747,-6.433300508,0.053574673,0.011667115,0.005329072,1,ZNF670-ZNF695
1824,ENSG00000132716,2.205798175,6.828403335,0.011706604,0.00534531,1,DCAF8
1449,ENSG00000120533,2.194237446,8.440522514,0.011735699,0.005357267,8,ENY2
2333,ENSG00000144224,2.192974037,8.686742301,0.011739679,0.005358902,2,UBXN4
5074,ENSG00000272888,2.208127953,6.108108371,0.011872443,0.005415246,15,LINC01578
2862,ENSG00000162695,-2.202798658,6.594656804,0.012012049,0.005474399,1,SLC30A7
1378,ENSG00000118046,2.323560667,3.711844903,0.01205925,0.005494377,19,STK11
539,ENSG00000087111,-2.402985165,3.081542671,0.012060365,0.005494848,17,PIGS
4856,ENSG00000258644,2.379403981,3.115158354,0.012060365,0.005494848,14,SYNJ2BP-COX16
891,ENSG00000104998,-2.265974419,4.308809365,0.01209454,0.005509306,19,IL27RA
4280,ENSG00000213186,2.990657007,1.329253542,0.012140675,0.005528813,3,TRIM59
4769,ENSG00000254206,2.600694723,1.895645011,0.012173415,0.00554265,16,NPIPB11
2000,ENSG00000136448,-2.211959059,5.382163511,0.012173888,0.00554285,17,NMT1
1710,ENSG00000129559,-2.203928017,6.154507023,0.012188542,0.005549041,14,NEDD8
719,ENSG00000100744,2.344996137,3.56492721,0.012206485,0.005556621,14,GSKIP
4510,ENSG00000232810,-2.208891208,5.366180858,0.012343202,0.005614322,6,TNF
250,ENSG00000059804,2.179999355,7.773438217,0.012351949,0.005618011,12,SLC2A3
3008,ENSG00000164649,-2.220273632,4.840929881,0.01237529,0.005627852,7,CDCA7L
2292,ENSG00000143393,2.218559436,5.143742581,0.01239136,0.005634625,1,PI4KB
1482,ENSG00000121741,-2.18561642,6.586335586,0.012404753,0.005640269,13,ZMYM2
1528,ENSG00000123268,-2.301037942,3.687065947,0.012419964,0.005646679,12,ATF1
1406,ENSG00000119408,-2.189919522,6.233922343,0.012552596,0.005702516,9,NEK6
1646,ENSG00000127152,-3.420851555,0.955556378,0.012586629,0.00571683,14,BCL11B
4553,ENSG00000235489,3.202713686,1.010595192,0.012586629,0.00571683,10,DBF4P1
1097,ENSG00000110768,-3.420851555,0.955556378,0.012586629,0.00571683,11,GTF2H1
3106,ENSG00000166508,3.202713686,1.010595192,0.012586629,0.00571683,7,MCM7
1776,ENSG00000131759,-3.420851555,0.955556378,0.012586629,0.00571683,17,RARA
4324,ENSG00000214194,-2.201072473,5.68557934,0.012646626,0.005742229,7,SMIM30
1972,ENSG00000135930,2.213202269,4.883407881,0.012706085,0.005767383,2,EIF4E2
796,ENSG00000102309,2.22948317,4.761217788,0.012727496,0.005776437,X,PIN4
608,ENSG00000092871,-3.921386563,0.573047078,0.012821408,0.005816126,17,RFFL
3203,ENSG00000168159,3.755641761,0.665628615,0.012821408,0.005816126,1,RNF187
3270,ENSG00000169193,-2.22432617,4.490555885,0.012887082,0.005843857,7,CCDC126
3296,ENSG00000169895,2.161978322,7.732823501,0.013099754,0.005933523,X,SYAP1
2941,ENSG00000163874,-2.178443997,6.085989756,0.013108199,0.00593708,1,ZC3H12A
72,ENSG00000009954,2.17378066,5.945317452,0.013261473,0.006001571,7,BAZ1B
84,ENSG00000011304,2.230890773,4.586348099,0.013277607,0.006008353,19,PTBP1
3319,ENSG00000170345,-2.149242098,9.544461341,0.013314567,0.006023885,14,FOS
3881,ENSG00000186265,2.210042477,4.94406539,0.013343469,0.006036027,3,BTLA
1629,ENSG00000126524,-2.188133006,5.515273656,0.013377667,0.006050389,7,SBDS
86,ENSG00000011590,-2.16971135,6.224739398,0.01338381,0.006052969,19,ZBTB32
4798,ENSG00000255717,-2.165391486,6.009219775,0.013459506,0.006084737,11,SNHG1
1738,ENSG00000130640,-2.487864691,2.122927749,0.013478912,0.006092878,10,TUBGCP2
2514,ENSG00000149658,-2.153798958,6.821901353,0.013578797,0.00613475,20,YTHDF1
1033,ENSG00000108582,2.166218574,5.918842908,0.013615471,0.006150113,17,CPD
2681,ENSG00000156030,2.143087748,8.521828904,0.013646847,0.006163252,14,ELMSAN1
3769,ENSG00000183506,-2.274320083,3.57106517,0.013649557,0.006164386,22,PI4KAP2
2218,ENSG00000141127,2.213450179,4.402065903,0.013756565,0.006209162,17,PRPSAP2
1764,ENSG00000131236,2.155117452,6.652848099,0.013803494,0.006228782,1,CAP1
161,ENSG00000035720,2.146947932,6.968097778,0.013820307,0.006235809,4,STAP1
156,ENSG00000033800,2.150619246,6.446043987,0.013841521,0.006244673,15,PIAS1
794,ENSG00000102265,-2.262341338,3.944115916,0.013889428,0.006264684,X,TIMP1
4284,ENSG00000213341,-2.28252675,3.25133613,0.013926132,0.006280009,10,CHUK
3780,ENSG00000183741,2.156584082,6.028838335,0.013965359,0.00629638,22,CBX6
334,ENSG00000068383,-2.257137176,3.863151623,0.01396734,0.006297206,10,INPP5A
1724,ENSG00000130313,-2.460514132,2.243367455,0.013991958,0.006307477,19,PGLS
943,ENSG00000105887,2.137096605,7.650269659,0.014052792,0.006332845,7,MTPN
1650,ENSG00000127483,2.153004735,6.345942319,0.01407495,0.006342081,1,HP1BP3
4379,ENSG00000223482,-2.165334535,5.370716452,0.01410669,0.006355307,10,NUTM2A-AS1
1897,ENSG00000134590,2.938442044,1.288216885,0.014149938,0.006373321,X,RTL8C
4217,ENSG00000204922,-3.12781054,1.211688441,0.014149938,0.006373321,11,UQCC3
1480,ENSG00000121644,-2.362411268,2.973098057,0.014192157,0.006390899,1,DESI2
37,ENSG00000005889,2.13291837,8.06490655,0.014198098,0.006393371,X,ZFX
4139,ENSG00000198873,-2.828826515,1.618899794,0.014252316,0.006415932,10,GRK5
3066,ENSG00000165898,2.280993785,3.624585865,0.014261143,0.006419603,14,ISCA2
2752,ENSG00000158669,-2.157677385,5.310852009,0.01431428,0.006441699,8,GPAT4
1229,ENSG00000114315,-2.148645513,5.726764673,0.014432414,0.006490778,3,HES1
3743,ENSG00000182827,2.133695851,6.797164953,0.01445862,0.006501656,1,ACBD3
3749,ENSG00000182952,-2.138623648,6.536502899,0.014523162,0.006528437,6,HMGN4
3739,ENSG00000182628,2.133112292,6.634959898,0.014738895,0.006617817,17,SKA2
1088,ENSG00000110422,2.121082921,7.466968901,0.014835609,0.00665782,11,HIPK3
491,ENSG00000082153,-2.109720562,9.372741367,0.014981484,0.006718079,2,BZW1
4297,ENSG00000213639,2.106099765,11.69411209,0.015071964,0.006755409,2,PPP1CB
4148,ENSG00000198954,3.136012047,0.959039141,0.015150304,0.0067877,10,KIFBP
2818,ENSG00000161021,3.136012047,0.959039141,0.015150304,0.0067877,5,MAML1
1346,ENSG00000117115,-3.347292776,0.89788652,0.015150304,0.0067877,1,PADI2
2162,ENSG00000139687,2.130060265,5.997856598,0.015150904,0.006787948,13,RB1
711,ENSG00000100596,2.735410894,1.484753961,0.015240223,0.006824732,14,SPTLC2
4531,ENSG00000234199,2.182239275,4.000822804,0.015558805,0.006955652,2,LINC01191
2873,ENSG00000162894,-2.100627838,7.736046227,0.015647197,0.006991897,1,FCMR
1831,ENSG00000132824,-2.111240191,6.213282172,0.015656949,0.006995894,20,SERINC3
2858,ENSG00000162623,2.105043623,6.919347477,0.015664778,0.006999103,1,TYW3
1334,ENSG00000116871,2.167340041,4.587342167,0.015752135,0.007034884,1,MAP7D1
1573,ENSG00000124782,-2.235954208,3.273578566,0.015881553,0.007087834,6,RREB1
3234,ENSG00000168675,-2.097682488,7.249298125,0.015893224,0.007092605,18,LDLRAD4
3726,ENSG00000182287,2.144852052,4.931874098,0.01603906,0.007152177,X,AP1S2
3808,ENSG00000184602,2.098997601,6.879455813,0.016085433,0.007171101,16,SNN
1640,ENSG00000127022,2.089483129,8.098331423,0.016110525,0.007181336,5,CANX
559,ENSG00000088930,-2.092179922,7.244846113,0.016135866,0.007191671,20,XRN2
1220,ENSG00000114030,2.095839907,6.841032215,0.016144293,0.007195107,3,KPNA1
2492,ENSG00000149179,6.388001481,0.117888325,0.016154467,0.007199255,11,C11orf49
2750,ENSG00000158636,6.388001481,0.117888325,0.016154467,0.007199255,11,EMSY
4221,ENSG00000205056,6.388001481,0.117888325,0.016154467,0.007199255,12,LINC02397
4488,ENSG00000231154,6.388001481,0.117888325,0.016154467,0.007199255,X,MORF4L2-AS1
4088,ENSG00000198156,6.388001481,0.117888325,0.016154467,0.007199255,16,NPIPB6
2744,ENSG00000158482,6.388001481,0.117888325,0.016154467,0.007199255,16,SNX29P1
4771,ENSG00000254418,6.388001481,0.117888325,0.016154467,0.007199255,11,SPON1-AS1
2798,ENSG00000160408,6.388001481,0.117888325,0.016154467,0.007199255,9,ST6GALNAC6
3348,ENSG00000171045,6.388001481,0.117888325,0.016154467,0.007199255,8,TSNARE1
2452,ENSG00000147853,3.668878354,0.599561243,0.016225581,0.007228235,9,AK3
2586,ENSG00000152270,-3.822648695,0.49777927,0.016225581,0.007228235,11,PDE3B
3584,ENSG00000176871,-3.822648695,0.49777927,0.016225581,0.007228235,12,WSB2
3858,ENSG00000185728,-2.090907623,6.996268056,0.016252399,0.007239159,8,YTHDF3
4287,ENSG00000213465,-2.209641222,3.784732802,0.016259199,0.007241928,11,ARL2
476,ENSG00000080802,-2.095264708,6.649545593,0.016301306,0.007259071,7,CNOT4
4595,ENSG00000239264,2.095074141,6.704490322,0.016376589,0.007289703,6,TXNDC5
1398,ENSG00000118971,-2.088892566,6.879703468,0.016480514,0.007331949,12,CCND2
835,ENSG00000103479,2.827976075,1.202385016,0.016551802,0.0073609,16,RBL2
2614,ENSG00000153147,2.090776671,6.361952454,0.016638985,0.007396278,4,SMARCA5
308,ENSG00000066379,-2.09080562,6.486146796,0.016646034,0.007399137,6,ZNRD1
658,ENSG00000100028,-2.087807852,6.552006635,0.016662984,0.007406011,22,SNRPD3
1461,ENSG00000120963,-2.076530769,8.021841404,0.016674994,0.007410881,8,ZNF706
4640,ENSG00000242265,2.464339355,2.320722036,0.016730606,0.007433422,7,PEG10
2587,ENSG00000152291,-2.077212321,7.72937408,0.016791706,0.007458172,2,TGOLN2
3582,ENSG00000176788,-2.104838809,5.618139427,0.01681571,0.007467892,5,BASP1
4693,ENSG00000245910,2.107032399,5.589365781,0.016871366,0.007490417,8,SNHG6
1799,ENSG00000132334,-2.118348252,4.815883614,0.016876658,0.007492558,10,PTPRE
4690,ENSG00000245532,-2.071689254,8.10872401,0.016882424,0.007494891,11,NEAT1
2776,ENSG00000159692,2.069514114,8.460512503,0.016957259,0.007525155,4,CTBP1
4973,ENSG00000267100,-2.074374824,7.050851247,0.017049145,0.007562282,19,ILF3-DT
546,ENSG00000087302,2.070115316,7.449415828,0.017163556,0.007608459,14,RTRAF
1454,ENSG00000120697,-2.14987591,4.185220213,0.017225045,0.007633254,13,ALG5
460,ENSG00000078747,2.120147264,4.891783182,0.017263932,0.007648927,20,ITCH
900,ENSG00000105220,2.069086259,7.122512371,0.017447684,0.007722898,19,GPI
338,ENSG00000068745,-2.843096787,1.345230303,0.017459041,0.007727465,3,IP6K2
2790,ENSG00000160216,2.574328008,2.075914284,0.017478245,0.007735187,21,AGPAT3
1830,ENSG00000132823,-2.075652382,6.088869668,0.017479274,0.007735601,20,OSER1
5110,ENSG00000275066,-2.082829292,5.762426129,0.017648392,0.007803532,17,SYNRG
524,ENSG00000085719,2.072245758,6.129488239,0.017649953,0.007804159,8,CPNE3
2649,ENSG00000154473,2.06285758,7.100575741,0.017653502,0.007805583,10,BUB3
3080,ENSG00000166164,-2.369590483,2.171212287,0.017781944,0.007857093,16,BRD7
426,ENSG00000076604,2.499823023,2.192552727,0.017781944,0.007857093,17,TRAF4
646,ENSG00000099800,-2.089711324,5.142276672,0.017963355,0.007929728,19,TIMM13
163,ENSG00000037474,2.061664029,6.677558595,0.01803168,0.007957049,5,NSUN2
5030,ENSG00000270231,-2.263232537,3.040148227,0.01832899,0.008075706,1,NBPF8
284,ENSG00000065243,2.126936533,3.956518508,0.018434206,0.00811761,1,PKN2
2189,ENSG00000140379,-2.036446208,9.887972419,0.018530751,0.00815602,15,BCL2A1
209,ENSG00000051382,2.14262028,4.081655514,0.018612909,0.008188676,3,PIK3CB
2566,ENSG00000151702,2.122081174,4.20283353,0.018763261,0.008248365,11,FLI1
3543,ENSG00000175582,2.044680555,6.551317084,0.018805473,0.008265106,11,RAB6A
2867,ENSG00000162783,2.068563618,5.075646522,0.018892533,0.00829961,1,IER5
4630,ENSG00000241945,2.189904763,3.496680705,0.018929513,0.008314257,21,PWP2
2688,ENSG00000156469,-2.252949142,2.885116986,0.019023947,0.008351635,8,MTERF3
3490,ENSG00000174282,2.086646681,4.622062232,0.019203166,0.00842247,17,ZBTB4
4182,ENSG00000204257,2.022425169,10.3725811,0.01927968,0.008452671,6,HLA-DMA
2921,ENSG00000163636,2.046887024,5.832710421,0.019280725,0.008453084,3,PSMD6
4813,ENSG00000256537,2.040802229,6.472280384,0.019293476,0.008458114,12,SMIM10L1
2120,ENSG00000138670,2.023564223,9.015655635,0.019305396,0.008462817,4,RASGEF1B
2152,ENSG00000139514,2.769400294,1.157430586,0.019434951,0.008513886,13,SLC7A1
2282,ENSG00000143256,-2.037406775,6.549829522,0.019436948,0.008514673,1,PFDN2
3117,ENSG00000166848,2.029012697,7.047634654,0.01957175,0.008567737,16,TERF2IP
5125,ENSG00000275895,-2.038747602,5.755478804,0.019632663,0.00859169,21,U2AF1L5
3871,ENSG00000186010,2.017058414,8.788983978,0.019696074,0.00861661,19,NDUFA13
3623,ENSG00000178028,2.125478957,3.790082523,0.019770944,0.008646013,1,DMAP1
3440,ENSG00000172922,2.101531739,3.896712434,0.019831822,0.008669903,11,RNASEH2C
512,ENSG00000084463,-2.028381601,6.542595265,0.019916297,0.008703029,12,WBP11
4624,ENSG00000241553,2.014981337,8.262281925,0.019925068,0.008706467,3,ARPC4
3508,ENSG00000174886,2.028752003,6.111281212,0.019930259,0.008708501,19,NDUFA11
2058,ENSG00000137494,-2.038066652,5.417971419,0.01993386,0.008709913,11,ANKRD42
1071,ENSG00000109919,2.043580683,5.448659459,0.019943542,0.008713707,11,MTCH2
1848,ENSG00000133142,2.240767902,2.832459963,0.019955481,0.008718385,X,TCEAL4
3422,ENSG00000172428,2.018288611,7.479750572,0.020023943,0.008745199,2,COPS9
2715,ENSG00000157349,-2.068990116,4.365288109,0.020039241,0.008751189,16,DDX19B
1917,ENSG00000135074,2.051302854,5.194551428,0.020042342,0.008752403,5,ADAM19
3260,ENSG00000169100,-2.021336063,6.838593444,0.020091362,0.008771587,X,SLC25A6
3261,ENSG00000169100,-2.021336063,6.838593444,0.020091362,0.008771587,X,SLC25A6
1742,ENSG00000130726,2.047778714,5.384299342,0.020100518,0.008775169,19,TRIM28
4051,ENSG00000197629,-2.138886333,3.412777508,0.020233479,0.008827151,11,MPEG1
2769,ENSG00000159399,2.031358833,5.636407415,0.020321674,0.008861591,2,HK2
4842,ENSG00000258102,-2.122974277,3.868529901,0.020343119,0.008869961,12,MAP1LC3B2
3090,ENSG00000166266,2.015078926,6.760466046,0.020423226,0.008901209,11,CUL5
2698,ENSG00000156735,-2.026255672,5.607636304,0.020476847,0.008922112,8,BAG4
774,ENSG00000101843,-2.014454725,6.680408829,0.020570041,0.008958412,X,PSMD10
4547,ENSG00000235162,2.015379049,6.419081728,0.020582511,0.008963267,12,C12orf75
3313,ENSG00000170266,-2.051609155,4.955832632,0.020701956,0.009009736,3,GLB1
260,ENSG00000062485,-3.716653488,0.418465448,0.020717199,0.009015662,12,CS
4417,ENSG00000225975,-3.716653488,0.418465448,0.020717199,0.009015662,19,LINC01534
1865,ENSG00000133874,-3.716653488,0.418465448,0.020717199,0.009015662,8,RNF122
4667,ENSG00000243725,-3.716653488,0.418465448,0.020717199,0.009015662,1,TTC4
1664,ENSG00000128159,-3.716653488,0.418465448,0.020717199,0.009015662,22,TUBGCP6
688,ENSG00000100393,-2.019679411,5.957746045,0.020735125,0.00902263,22,EP300
3087,ENSG00000166224,2.022425795,5.911291095,0.02074333,0.009025819,10,SGPL1
4759,ENSG00000253729,2.00384559,7.695099735,0.020764857,0.009034184,8,PRKDC
1039,ENSG00000108651,-2.059886024,4.332791809,0.020790197,0.009044029,17,UTP6
689,ENSG00000100395,-2.022759955,5.694958513,0.020931073,0.009098712,22,L3MBTL2
3682,ENSG00000180385,-2.305626603,2.121063975,0.020964854,0.009111813,3,EMC3-AS1
3453,ENSG00000173327,2.200739936,2.889011243,0.021036325,0.009139516,11,MAP3K11
4961,ENSG00000265818,-2.240012407,2.711518678,0.021047344,0.009143785,6,EEF1E1-BLOC1S5
4294,ENSG00000213619,2.004333901,6.828480595,0.021049049,0.009144445,11,NDUFS3
